AGE,AV,CO,DEST,FIRST,GA,HE,ID,INCOME,LUGGAGE,MALE,ORIGIN,PURPOSE,SEATS,TICKET,TT,WHO,altID,chosen,obsID
2,1,70,17,0,0,10.0,5,3,1,1,21,1,0.0,1,213,1,2,1,37
2,1,70,17,0,0,60.0,5,3,1,1,21,1,0.0,1,320,1,1,0,38
2,1,74,17,0,0,30.0,5,3,1,1,21,1,0.0,1,220,1,2,1,38
2,1,58,17,0,0,30.0,5,3,1,1,21,1,0.0,1,243,1,1,0,39
2,1,66,17,0,0,20.0,5,3,1,1,21,1,0.0,1,216,1,2,1,39
2,1,52,17,0,0,60.0,5,3,1,1,21,1,0.0,1,320,1,1,0,40
2,1,57,17,0,0,20.0,5,3,1,1,21,1,0.0,1,216,1,2,1,40
2,1,52,17,0,0,120.0,5,3,1,1,21,1,0.0,1,269,1,1,0,41
2,1,62,17,0,0,10.0,5,3,1,1,21,1,0.0,1,213,1,2,1,41
2,1,70,17,0,0,120.0,5,3,1,1,21,1,0.0,1,243,1,1,0,42
2,1,74,17,0,0,10.0,5,3,1,1,21,1,0.0,1,220,1,2,1,42
2,1,52,17,0,0,30.0,5,3,1,1,21,1,0.0,1,243,1,1,0,43
2,1,57,17,0,0,30.0,5,3,1,1,21,1,0.0,1,220,1,2,1,43
2,1,58,17,0,0,60.0,5,3,1,1,21,1,0.0,1,320,1,1,0,44
2,1,64,17,0,0,10.0,5,3,1,1,21,1,0.0,1,213,1,2,1,44
3,1,35,17,0,0,120.0,6,3,1,0,9,1,0.0,1,116,1,1,0,45
3,1,38,17,0,0,30.0,6,3,1,0,9,1,1.0,1,46,1,2,1,45
3,1,35,17,0,0,0.0,6,3,1,0,9,1,0.0,1,70,1,3,0,45
3,1,26,17,0,0,120.0,6,3,1,0,9,1,0.0,1,95,1,1,0,46
3,1,29,17,0,0,30.0,6,3,1,0,9,1,0.0,1,49,1,2,1,46
3,1,28,17,0,0,0.0,6,3,1,0,9,1,0.0,1,91,1,3,0,46
3,1,26,17,0,0,120.0,6,3,1,0,9,1,0.0,1,116,1,1,0,47
3,1,32,17,0,0,20.0,6,3,1,0,9,1,1.0,1,53,1,2,1,47
3,1,28,17,0,0,0.0,6,3,1,0,9,1,0.0,1,56,1,3,0,47
3,1,26,17,0,0,60.0,6,3,1,0,9,1,0.0,1,102,1,1,0,48
3,1,32,17,0,0,10.0,6,3,1,0,9,1,0.0,1,53,1,2,1,48
3,1,45,17,0,0,0.0,6,3,1,0,9,1,0.0,1,91,1,3,0,48
3,1,29,17,0,0,120.0,6,3,1,0,9,1,0.0,1,102,1,1,0,49
3,1,32,17,0,0,30.0,6,3,1,0,9,1,0.0,1,53,1,2,1,49
3,1,45,17,0,0,0.0,6,3,1,0,9,1,0.0,1,56,1,3,0,49
3,1,29,17,0,0,60.0,6,3,1,0,9,1,0.0,1,95,1,1,0,50
3,1,32,17,0,0,20.0,6,3,1,0,9,1,1.0,1,53,1,2,1,50
3,1,35,17,0,0,0.0,6,3,1,0,9,1,0.0,1,91,1,3,0,50
3,1,35,17,0,0,60.0,6,3,1,0,9,1,0.0,1,95,1,1,0,51
3,1,40,17,0,0,10.0,6,3,1,0,9,1,1.0,1,49,1,2,1,51
3,1,28,17,0,0,0.0,6,3,1,0,9,1,0.0,1,70,1,3,0,51
3,1,29,17,0,0,120.0,6,3,1,0,9,1,0.0,1,95,1,1,0,52
3,1,35,17,0,0,20.0,6,3,1,0,9,1,0.0,1,46,1,2,1,52
3,1,45,17,0,0,0.0,6,3,1,0,9,1,0.0,1,70,1,3,0,52
3,1,35,17,0,0,30.0,6,3,1,0,9,1,0.0,1,102,1,1,0,53
3,1,46,17,0,0,20.0,6,3,1,0,9,1,1.0,1,53,1,2,1,53
3,1,45,17,0,0,0.0,6,3,1,0,9,1,0.0,1,70,1,3,0,53
3,1,42,2,0,0,120.0,7,1,1,1,1,1,0.0,1,87,1,1,0,54
3,1,49,2,0,0,20.0,7,1,1,1,1,1,0.0,1,32,1,2,1,54
3,1,140,2,0,0,0.0,7,1,1,1,1,1,0.0,1,117,1,3,0,54
3,1,42,2,0,0,30.0,7,1,1,1,1,1,0.0,1,80,1,1,0,55
3,1,46,2,0,0,10.0,7,1,1,1,1,1,0.0,1,29,1,2,1,55
3,1,182,2,0,0,0.0,7,1,1,1,1,1,0.0,1,117,1,3,0,55
3,1,42,2,0,0,60.0,7,1,1,1,1,1,0.0,1,101,1,1,0,56
3,1,56,2,0,0,30.0,7,1,1,1,1,1,0.0,1,36,1,2,1,56
3,1,112,2,0,0,0.0,7,1,1,1,1,1,0.0,1,117,1,3,0,56
3,1,35,2,0,0,30.0,7,1,1,1,1,1,0.0,1,80,1,1,0,57
3,1,49,2,0,0,20.0,7,1,1,1,1,1,0.0,1,32,1,2,1,57
3,1,112,2,0,0,0.0,7,1,1,1,1,1,0.0,1,72,1,3,0,57
3,1,31,2,0,0,60.0,7,1,1,1,1,1,0.0,1,101,1,1,0,58
3,1,38,2,0,0,20.0,7,1,1,1,1,1,0.0,1,32,1,2,1,58
3,1,182,2,0,0,0.0,7,1,1,1,1,1,0.0,1,90,1,3,0,58
3,1,31,2,0,0,120.0,7,1,1,1,1,1,0.0,1,87,1,1,0,59
3,1,46,2,0,0,10.0,7,1,1,1,1,1,0.0,1,29,1,2,1,59
3,1,112,2,0,0,0.0,7,1,1,1,1,1,0.0,1,90,1,3,0,59
3,1,42,2,0,0,120.0,7,1,1,1,1,1,0.0,1,80,1,1,1,60
3,1,56,2,0,0,10.0,7,1,1,1,1,1,0.0,1,36,1,2,0,60
3,1,140,2,0,0,0.0,7,1,1,1,1,1,0.0,1,72,1,3,0,60
3,1,31,2,0,0,30.0,7,1,1,1,1,1,0.0,1,80,1,1,0,61
3,1,40,2,0,0,30.0,7,1,1,1,1,1,0.0,1,36,1,2,1,61
3,1,140,2,0,0,0.0,7,1,1,1,1,1,0.0,1,90,1,3,0,61
3,1,35,2,0,0,60.0,7,1,1,1,1,1,0.0,1,101,1,1,0,62
3,1,43,2,0,0,10.0,7,1,1,1,1,1,0.0,1,29,1,2,1,62
3,1,140,2,0,0,0.0,7,1,1,1,1,1,0.0,1,72,1,3,0,62
4,1,26,17,0,0,120.0,8,3,1,1,1,1,0.0,1,109,1,1,0,63
4,1,34,17,0,0,20.0,8,3,1,1,1,1,0.0,1,56,1,2,1,63
4,1,30,17,0,0,0.0,8,3,1,1,1,1,0.0,1,130,1,3,0,63
4,1,26,17,0,0,30.0,8,3,1,1,1,1,0.0,1,100,1,1,0,64
4,1,32,17,0,0,10.0,8,3,1,1,1,1,0.0,1,53,1,2,1,64
4,1,39,17,0,0,0.0,8,3,1,1,1,1,0.0,1,130,1,3,0,64
4,1,26,17,0,0,60.0,8,3,1,1,1,1,0.0,1,126,1,1,0,65
4,1,40,17,0,0,30.0,8,3,1,1,1,1,0.0,1,60,1,2,1,65
4,1,24,17,0,0,0.0,8,3,1,1,1,1,0.0,1,130,1,3,0,65
4,1,22,17,0,0,30.0,8,3,1,1,1,1,0.0,1,100,1,1,0,66
4,1,35,17,0,0,20.0,8,3,1,1,1,1,0.0,1,56,1,2,0,66
4,1,24,17,0,0,0.0,8,3,1,1,1,1,0.0,1,80,1,3,1,66
4,1,20,17,0,0,60.0,8,3,1,1,1,1,0.0,1,126,1,1,0,67
4,1,24,17,0,0,20.0,8,3,1,1,1,1,0.0,1,56,1,2,1,67
4,1,39,17,0,0,0.0,8,3,1,1,1,1,0.0,1,100,1,3,0,67
4,1,20,17,0,0,120.0,8,3,1,1,1,1,0.0,1,109,1,1,0,68
4,1,32,17,0,0,10.0,8,3,1,1,1,1,0.0,1,53,1,2,0,68
4,1,24,17,0,0,0.0,8,3,1,1,1,1,0.0,1,100,1,3,1,68
4,1,26,17,0,0,120.0,8,3,1,1,1,1,0.0,1,100,1,1,0,69
4,1,40,17,0,0,10.0,8,3,1,1,1,1,0.0,1,60,1,2,0,69
4,1,30,17,0,0,0.0,8,3,1,1,1,1,0.0,1,80,1,3,1,69
4,1,20,17,0,0,30.0,8,3,1,1,1,1,0.0,1,100,1,1,0,70
4,1,26,17,0,0,30.0,8,3,1,1,1,1,0.0,1,60,1,2,1,70
4,1,30,17,0,0,0.0,8,3,1,1,1,1,0.0,1,100,1,3,0,70
4,1,22,17,0,0,60.0,8,3,1,1,1,1,0.0,1,126,1,1,0,71
4,1,28,17,0,0,10.0,8,3,1,1,1,1,0.0,1,53,1,2,1,71
4,1,30,17,0,0,0.0,8,3,1,1,1,1,0.0,1,80,1,3,0,71
2,1,24,1,0,0,30.0,9,2,1,1,17,1,0.0,1,116,1,1,0,72
2,1,28,1,0,0,10.0,9,2,1,1,17,1,0.0,1,53,1,2,1,72
2,1,32,1,0,0,0.0,9,2,1,1,17,1,0.0,1,60,1,3,0,72
2,1,22,1,0,0,30.0,9,2,1,1,17,1,0.0,1,116,1,1,0,73
2,1,32,1,0,0,20.0,9,2,1,1,17,1,0.0,1,46,1,2,1,73
2,1,40,1,0,0,0.0,9,2,1,1,17,1,0.0,1,78,1,3,0,73
2,1,24,1,0,0,120.0,9,2,1,1,17,1,0.0,1,116,1,1,0,74
2,1,36,1,0,0,10.0,9,2,1,1,17,1,1.0,1,49,1,2,1,74
2,1,52,1,0,0,0.0,9,2,1,1,17,1,0.0,1,78,1,3,0,74
2,1,22,1,0,0,60.0,9,2,1,1,17,1,0.0,1,95,1,1,0,75
2,1,32,1,0,0,30.0,9,2,1,1,17,1,1.0,1,46,1,2,1,75
2,1,52,1,0,0,0.0,9,2,1,1,17,1,0.0,1,48,1,3,0,75
2,1,24,1,0,0,30.0,9,2,1,1,17,1,0.0,1,102,1,1,0,76
2,1,29,1,0,0,30.0,9,2,1,1,17,1,1.0,1,46,1,2,1,76
2,1,32,1,0,0,0.0,9,2,1,1,17,1,0.0,1,78,1,3,0,76
2,1,29,1,0,0,60.0,9,2,1,1,17,1,0.0,1,102,1,1,0,77
2,1,32,1,0,0,20.0,9,2,1,1,17,1,0.0,1,46,1,2,1,77
2,1,32,1,0,0,0.0,9,2,1,1,17,1,0.0,1,48,1,3,0,77
2,1,22,1,0,0,30.0,9,2,1,1,17,1,0.0,1,102,1,1,0,78
2,1,25,1,0,0,10.0,9,2,1,1,17,1,1.0,1,49,1,2,1,78
2,1,40,1,0,0,0.0,9,2,1,1,17,1,0.0,1,48,1,3,0,78
2,1,24,1,0,0,60.0,9,2,1,1,17,1,0.0,1,102,1,1,0,79
2,1,36,1,0,0,30.0,9,2,1,1,17,1,0.0,1,49,1,2,1,79
2,1,40,1,0,0,0.0,9,2,1,1,17,1,0.0,1,60,1,3,0,79
2,1,29,1,0,0,30.0,9,2,1,1,17,1,0.0,1,116,1,1,0,80
2,1,35,1,0,0,30.0,9,2,1,1,17,1,0.0,1,49,1,2,1,80
2,1,52,1,0,0,0.0,9,2,1,1,17,1,0.0,1,48,1,3,0,80
2,1,42,1,0,0,120.0,10,1,1,0,2,1,0.0,1,131,2,1,0,81
2,1,46,1,0,0,30.0,10,1,1,0,2,1,1.0,1,59,2,2,1,81
2,1,31,1,0,0,120.0,10,1,1,0,2,1,0.0,1,110,2,1,1,82
2,1,38,1,0,0,30.0,10,1,1,0,2,1,0.0,1,62,2,2,0,82
2,1,31,1,0,0,120.0,10,1,1,0,2,1,0.0,1,131,2,1,0,83
2,1,40,1,0,0,20.0,10,1,1,0,2,1,1.0,1,66,2,2,1,83
2,1,31,1,0,0,60.0,10,1,1,0,2,1,0.0,1,117,2,1,0,84
2,1,40,1,0,0,10.0,10,1,1,0,2,1,0.0,1,66,2,2,1,84
2,1,35,1,0,0,120.0,10,1,1,0,2,1,0.0,1,117,2,1,0,85
2,1,42,1,0,0,30.0,10,1,1,0,2,1,0.0,1,66,2,2,1,85
2,1,35,1,0,0,60.0,10,1,1,0,2,1,0.0,1,110,2,1,0,86
2,1,42,1,0,0,20.0,10,1,1,0,2,1,1.0,1,66,2,2,1,86
2,1,42,1,0,0,60.0,10,1,1,0,2,1,0.0,1,110,2,1,0,87
2,1,49,1,0,0,10.0,10,1,1,0,2,1,1.0,1,62,2,2,1,87
2,1,35,1,0,0,120.0,10,1,1,0,2,1,0.0,1,110,2,1,0,88
2,1,43,1,0,0,20.0,10,1,1,0,2,1,0.0,1,59,2,2,1,88
2,1,42,1,0,0,30.0,10,1,1,0,2,1,0.0,1,117,2,1,1,89
2,1,56,1,0,0,20.0,10,1,1,0,2,1,1.0,1,66,2,2,0,89
2,1,32,19,0,0,30.0,11,2,1,1,17,1,0.0,1,116,2,1,0,90
2,1,38,19,0,0,10.0,11,2,1,1,17,1,0.0,1,52,2,2,1,90
2,1,32,19,0,0,120.0,11,2,1,1,17,1,0.0,1,116,2,1,0,91
2,1,43,19,0,0,10.0,11,2,1,1,17,1,1.0,1,48,2,2,1,91
2,1,29,19,0,0,30.0,11,2,1,1,17,1,0.0,1,116,2,1,0,92
2,1,40,19,0,0,20.0,11,2,1,1,17,1,0.0,1,45,2,2,1,92
2,1,29,19,0,0,60.0,11,2,1,1,17,1,0.0,1,93,2,1,0,93
2,1,40,19,0,0,30.0,11,2,1,1,17,1,1.0,1,45,2,2,1,93
2,1,32,19,0,0,30.0,11,2,1,1,17,1,0.0,1,101,2,1,0,94
2,1,40,19,0,0,30.0,11,2,1,1,17,1,1.0,1,45,2,2,1,94
2,1,29,19,0,0,30.0,11,2,1,1,17,1,0.0,1,101,2,1,0,95
2,1,34,19,0,0,10.0,11,2,1,1,17,1,1.0,1,48,2,2,1,95
2,1,38,19,0,0,60.0,11,2,1,1,17,1,0.0,1,101,2,1,0,96
2,1,43,19,0,0,20.0,11,2,1,1,17,1,0.0,1,45,2,2,1,96
2,1,38,19,0,0,30.0,11,2,1,1,17,1,0.0,1,116,2,1,0,97
2,1,45,19,0,0,30.0,11,2,1,1,17,1,0.0,1,48,2,2,1,97
2,1,32,19,0,0,60.0,11,2,1,1,17,1,0.0,1,101,2,1,0,98
2,1,43,19,0,0,30.0,11,2,1,1,17,1,0.0,1,48,2,2,1,98
3,1,36,2,0,0,30.0,12,2,1,0,1,1,0.0,1,131,2,1,0,99
3,1,42,2,0,0,10.0,12,2,1,0,1,1,0.0,1,66,2,2,1,99
3,1,36,2,0,0,120.0,12,2,1,0,1,1,0.0,1,131,2,1,0,100
3,1,50,2,0,0,10.0,12,2,1,0,1,1,1.0,1,62,2,2,1,100
3,1,32,2,0,0,30.0,12,2,1,0,1,1,0.0,1,131,2,1,0,101
3,1,48,2,0,0,20.0,12,2,1,0,1,1,0.0,1,59,2,2,1,101
3,1,32,2,0,0,60.0,12,2,1,0,1,1,0.0,1,110,2,1,0,102
3,1,48,2,0,0,30.0,12,2,1,0,1,1,1.0,1,59,2,2,1,102
3,1,36,2,0,0,30.0,12,2,1,0,1,1,0.0,1,117,2,1,0,103
3,1,45,2,0,0,30.0,12,2,1,0,1,1,1.0,1,59,2,2,1,103
3,1,32,2,0,0,30.0,12,2,1,0,1,1,0.0,1,117,2,1,0,104
3,1,38,2,0,0,10.0,12,2,1,0,1,1,1.0,1,62,2,2,1,104
3,1,43,2,0,0,60.0,12,2,1,0,1,1,0.0,1,117,2,1,0,105
3,1,48,2,0,0,20.0,12,2,1,0,1,1,0.0,1,59,2,2,1,105
3,1,43,2,0,0,30.0,12,2,1,0,1,1,0.0,1,131,2,1,0,106
3,1,49,2,0,0,30.0,12,2,1,0,1,1,0.0,1,62,2,2,1,106
3,1,36,2,0,0,60.0,12,2,1,0,1,1,0.0,1,117,2,1,0,107
3,1,50,2,0,0,30.0,12,2,1,0,1,1,0.0,1,62,2,2,1,107
3,1,37,17,0,0,120.0,13,1,1,1,1,1,0.0,1,168,2,1,0,108
3,1,40,17,0,0,30.0,13,1,1,1,1,1,1.0,1,86,2,2,1,108
3,1,28,17,0,0,120.0,13,1,1,1,1,1,0.0,1,129,2,1,0,109
3,1,32,17,0,0,30.0,13,1,1,1,1,1,0.0,1,89,2,2,1,109
3,1,28,17,0,0,120.0,13,1,1,1,1,1,0.0,1,168,2,1,0,110
3,1,32,17,0,0,20.0,13,1,1,1,1,1,1.0,1,93,2,2,1,110
3,1,28,17,0,0,60.0,13,1,1,1,1,1,0.0,1,142,2,1,0,111
3,1,32,17,0,0,10.0,13,1,1,1,1,1,0.0,1,93,2,2,1,111
3,1,31,17,0,0,120.0,13,1,1,1,1,1,0.0,1,142,2,1,0,112
3,1,34,17,0,0,30.0,13,1,1,1,1,1,0.0,1,93,2,2,1,112
3,1,31,17,0,0,60.0,13,1,1,1,1,1,0.0,1,129,2,1,1,113
3,1,34,17,0,0,20.0,13,1,1,1,1,1,1.0,1,93,2,2,0,113
3,1,37,17,0,0,60.0,13,1,1,1,1,1,0.0,1,129,2,1,1,114
3,1,42,17,0,0,10.0,13,1,1,1,1,1,1.0,1,89,2,2,0,114
3,1,31,17,0,0,120.0,13,1,1,1,1,1,0.0,1,129,2,1,0,115
3,1,36,17,0,0,20.0,13,1,1,1,1,1,0.0,1,86,2,2,1,115
3,1,37,17,0,0,30.0,13,1,1,1,1,1,0.0,1,142,2,1,0,116
3,1,46,17,0,0,20.0,13,1,1,1,1,1,1.0,1,93,2,2,1,116
3,1,31,17,0,0,120.0,14,2,1,1,1,1,0.0,1,130,2,1,0,117
3,1,38,17,0,0,20.0,14,2,1,1,1,1,0.0,1,77,2,2,1,117
3,1,100,17,0,0,0.0,14,2,1,1,1,1,0.0,1,91,2,3,0,117
3,1,31,17,0,0,30.0,14,2,1,1,1,1,0.0,1,118,2,1,0,118
3,1,36,17,0,0,10.0,14,2,1,1,1,1,0.0,1,74,2,2,1,118
3,1,130,17,0,0,0.0,14,2,1,1,1,1,0.0,1,91,2,3,0,118
3,1,31,17,0,0,60.0,14,2,1,1,1,1,0.0,1,153,2,1,0,119
3,1,43,17,0,0,30.0,14,2,1,1,1,1,0.0,1,81,2,2,1,119
3,1,80,17,0,0,0.0,14,2,1,1,1,1,0.0,1,91,2,3,0,119
3,1,26,17,0,0,30.0,14,2,1,1,1,1,0.0,1,118,2,1,1,120
3,1,38,17,0,0,20.0,14,2,1,1,1,1,0.0,1,77,2,2,0,120
3,1,80,17,0,0,0.0,14,2,1,1,1,1,0.0,1,56,2,3,0,120
3,1,23,17,0,0,60.0,14,2,1,1,1,1,0.0,1,153,2,1,0,121
3,1,28,17,0,0,20.0,14,2,1,1,1,1,0.0,1,77,2,2,1,121
3,1,130,17,0,0,0.0,14,2,1,1,1,1,0.0,1,70,2,3,0,121
3,1,23,17,0,0,120.0,14,2,1,1,1,1,0.0,1,130,2,1,0,122
3,1,35,17,0,0,10.0,14,2,1,1,1,1,0.0,1,74,2,2,1,122
